Study Sites,Month,Year,Date,Species,Method,Room#/Poste ,# sleeper,Position,NightFrames,NightFrames_2,mosquito ID,Parity,fed/unfed,ELISA,Species
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,22h-00h,,4,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,22h-00h,,5,NR,Fed,Negatif,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,6,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,7,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,8,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,9,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,10,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,11,P,Unfed,Negatif,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,12,NR,Fed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,00h-02h,,13,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,02h-04h,,14,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,02h-04h,,15,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,02h-04h,,16,NR,Fed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Outside,04H-06h,,17,NR,Fed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,22h-00h,,18,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,00h-02h,,19,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,00h-02h,,20,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,00h-02h,,21,P,Fed,Negatif,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,02h-04h,,22,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,02h-04h,,23,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,02h-04h,,24,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,02h-04h,,25,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,02h-04h,,26,P,Unfed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,02h-04h,,27,P,Fed,Negatif,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Outside,02h-04h,,28,P,Fed,Negatif,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,00h-02h,,29,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,00h-02h,,30,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,00h-02h,,31,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,00h-02h,,32,NR,Fed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,00h-02h,,33,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,02h-04h,,34,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,02h-04h,,35,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,02h-04h,,36,NR,Unfed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,02h-04h,,37,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,02h-04h,,38,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,02h-04h,,39,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,02h-04h,,40,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,04H-06h,,41,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,04H-06h,,42,NR,Unfed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,1,,Inside,04H-06h,,43,NR,Fed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,22h-00h,,44,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,22h-00h,,45,NR,Unfed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,00h-02h,,46,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,00h-02h,,47,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,00h-02h,,48,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,00h-02h,,49,NR,Unfed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,00h-02h,,50,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,00h-02h,,51,NR,Fed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,00h-02h,,52,NR,Fed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,53,NR,Unfed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,54,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,55,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,56,NR,Unfed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,57,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,58,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,59,NR,Unfed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,60,NR,Fed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,61,NR,Fed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,62,NR,Fed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,63,NR,Fed,ND,G
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,64,NR,Fed,ND,M
Trekrou,December,2016,25-Dec-2016,GA,HLC,2,,Inside,02h-04h,,65,NR,Fed,ND,M
Trekourouba,December,2016,25-Dec-2016,GA,HLC,1,,Outside,22h-00h,,1,P,Unfed,Negatif,M
Trekourouba,December,2016,25-Dec-2016,GA,HLC,1,,Outside,02h-04h,,2,P,Unfed,Negatif,M
Trekourouba,December,2016,25-Dec-2016,GA,HLC,1,,Outside,02h-04h,,3,P,Unfed,Negatif,M
